"scenario","year","trials","biomass","species"
"RCP 8.5",2050,"./mc_output_trial0195",187.2869,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0195",799.3766,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0195",759.0225,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0195",783.2587,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0195",795.2763,"Other algal turf"
"Status quo",2050,"./mc_output_trial0196",0.02289624,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0196",0.02638929,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0196",0.03613142,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0196",0.03367978,"Sea birds"
"Status quo",2050,"./mc_output_trial0196",0.07808498,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0196",0.05729705,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0196",0.05747978,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0196",0.05877221,"Turtles"
"Status quo",2050,"./mc_output_trial0196",0.1394015,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0196",0.08732733,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0196",0.06148785,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0196",0.07861124,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0196",3.103623,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0196",1.744688,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0196",2.078848,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0196",0.6174827,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0196",11.92976,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0196",14.8961,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0196",18.00988,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0196",14.53564,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0196",23.04467,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0196",20.93098,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0196",25.72876,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0196",23.59741,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0196",0.7914062,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0196",0.6732138,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0196",0.5269449,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0196",0.3626656,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0196",0.2443943,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0196",0.2838633,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0196",0.2079613,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0196",0.3113678,"Zooplankton"
"Status quo",2050,"./mc_output_trial0196",0.1185224,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0196",0.121294,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0196",0.1168045,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0196",0.09621817,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0196",217.666,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0196",204.4133,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0196",205.6524,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0196",185.9695,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0196",853.4595,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0196",781.7431,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0196",745.3909,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0196",826.2182,"Other algal turf"
"Status quo",2050,"./mc_output_trial0197",0.02678279,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0197",0.04596937,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0197",0.02582787,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0197",0.02468245,"Sea birds"
"Status quo",2050,"./mc_output_trial0197",0.09262737,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0197",0.06849394,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0197",0.0559925,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0197",0.05521702,"Turtles"
"Status quo",2050,"./mc_output_trial0197",0.2488103,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0197",0.1593758,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0197",0.1366061,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0197",0.1610508,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0197",5.378631,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0197",2.705099,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0197",1.023621,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0197",1.805537,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0197",23.0083,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0197",17.31145,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0197",17.11367,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0197",17.45375,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0197",30.07714,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0197",21.61059,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0197",19.52177,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0197",19.4409,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0197",0.7081671,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0197",0.6854699,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0197",0.5677058,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0197",0.4940136,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0197",0.2148294,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0197",0.2539555,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0197",0.2547676,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0197",0.2555017,"Zooplankton"
"Status quo",2050,"./mc_output_trial0197",0.1179463,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0197",0.1232035,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0197",0.1177345,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0197",0.1101617,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0197",219.0741,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0197",210.5745,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0197",198.5422,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0197",185.1727,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0197",766.5796,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0197",799.8067,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0197",750.5681,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0197",739.0372,"Other algal turf"
"Status quo",2050,"./mc_output_trial0198",0.02439589,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0198",0.03847028,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0198",0.02092584,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0198",0.02567595,"Sea birds"
"Status quo",2050,"./mc_output_trial0198",0.07137061,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0198",0.06756505,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0198",0.07018341,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0198",0.0567473,"Turtles"
"Status quo",2050,"./mc_output_trial0198",0.309581,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0198",0.3373099,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0198",0.120344,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0198",0.107106,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0198",6.132854,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0198",1.864737,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0198",1.521376,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0198",1.895101,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0198",19.41636,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0198",15.67195,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0198",15.00146,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0198",19.76805,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0198",24.60139,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0198",26.87632,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0198",16.07542,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0198",21.8834,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0198",0.6553746,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0198",0.6245393,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0198",0.5549914,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0198",0.3846295,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0198",0.2548622,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0198",0.2296124,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0198",0.2441437,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0198",0.3016518,"Zooplankton"
"Status quo",2050,"./mc_output_trial0198",0.1239039,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0198",0.1187199,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0198",0.1100613,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0198",0.1011566,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0198",196.8078,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0198",216.6686,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0198",201.5093,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0198",193.2885,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0198",807.9367,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0198",851.3738,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0198",773.5049,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0198",839.5352,"Other algal turf"
"Status quo",2050,"./mc_output_trial0199",0.02456634,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0199",0.03235458,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0199",0.0323033,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0199",0.02904686,"Sea birds"
"Status quo",2050,"./mc_output_trial0199",0.09100924,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0199",0.05655199,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0199",0.07621776,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0199",0.05435011,"Turtles"
"Status quo",2050,"./mc_output_trial0199",0.3702208,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0199",0.2970945,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0199",0.2538161,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0199",0.2167945,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0199",5.672498,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0199",3.429219,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0199",2.811756,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0199",2.21273,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0199",15.99803,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0199",16.85426,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0199",22.28535,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0199",15.02229,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0199",20.45874,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0199",23.45386,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0199",21.51668,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0199",19.90866,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0199",0.8270157,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0199",0.5980444,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0199",0.5004997,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0199",0.513281,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0199",0.2147379,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0199",0.3010738,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0199",0.3021717,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0199",0.2339018,"Zooplankton"
"Status quo",2050,"./mc_output_trial0199",0.1234865,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0199",0.1066888,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0199",0.1133166,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0199",0.1144676,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0199",214.7822,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0199",218.9071,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0199",209.9398,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0199",183.6679,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0199",839.6339,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0199",832.956,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0199",751.5909,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0199",772.9375,"Other algal turf"
"Status quo",2050,"./mc_output_trial0200",0.03082008,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0200",0.02506602,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0200",0.02734672,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0200",0.02518502,"Sea birds"
"Status quo",2050,"./mc_output_trial0200",0.08920635,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0200",0.06944867,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0200",0.05989274,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0200",0.05213359,"Turtles"
"Status quo",2050,"./mc_output_trial0200",0.161504,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0200",0.2396096,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0200",0.1054272,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0200",0.1831741,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0200",4.672548,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0200",2.345628,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0200",0.9185679,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0200",0.5438507,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0200",19.63612,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0200",21.94855,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0200",17.9639,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0200",19.32407,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0200",28.18954,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0200",30.15806,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0200",20.24912,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0200",26.8532,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0200",0.7419078,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0200",0.6081622,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0200",0.4884857,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0200",0.4672123,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0200",0.2058311,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0200",0.2421252,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0200",0.2698996,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0200",0.2257728,"Zooplankton"
"Status quo",2050,"./mc_output_trial0200",0.1197367,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0200",0.114528,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0200",0.1047425,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0200",0.1043963,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0200",222.9373,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0200",224.0224,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0200",210.9119,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0200",190.9155,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0200",823.253,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0200",805.9365,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0200",765.8234,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0200",738.3288,"Other algal turf"
"Status quo",2050,"./mc_output_trial0201",0.02404934,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0201",0.02393232,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0201",0.04008317,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0201",0.04016124,"Sea birds"
"Status quo",2050,"./mc_output_trial0201",0.07034582,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0201",0.08209061,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0201",0.06883753,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0201",0.05440806,"Turtles"
"Status quo",2050,"./mc_output_trial0201",0.1608375,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0201",0.3164234,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0201",0.1718248,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0201",0.2130915,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0201",3.924196,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0201",2.906251,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0201",2.365526,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0201",0.9848659,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0201",14.73587,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0201",17.56246,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0201",16.58005,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0201",12.04474,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0201",25.35304,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0201",28.80726,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0201",27.95571,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0201",16.1473,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0201",0.6199287,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0201",0.6256862,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0201",0.6497541,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0201",0.3853467,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0201",0.2736812,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0201",0.2489794,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0201",0.2272988,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0201",0.3095272,"Zooplankton"
"Status quo",2050,"./mc_output_trial0201",0.1259717,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0201",0.1202397,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0201",0.1132774,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0201",0.1115046,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0201",220.2048,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0201",208.9751,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0201",202.4711,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0201",195.2778,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0201",843.8286,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0201",785.7788,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0201",742.5566,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0201",758.7944,"Other algal turf"
"Status quo",2050,"./mc_output_trial0202",0.02808898,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0202",0.0272083,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0202",0.03614933,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0202",0.02172372,"Sea birds"
"Status quo",2050,"./mc_output_trial0202",0.08865074,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0202",0.06878198,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0202",0.06480417,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0202",0.05988684,"Turtles"
"Status quo",2050,"./mc_output_trial0202",0.2636435,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0202",0.1622392,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0202",0.1112299,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0202",0.1412365,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0202",4.27666,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0202",3.131668,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0202",2.789545,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0202",2.664314,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0202",25.39947,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0202",18.59286,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0202",18.54677,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0202",13.17904,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0202",33.07597,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0202",27.51329,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0202",26.32009,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0202",22.40354,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0202",0.7252259,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0202",0.6251234,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0202",0.565457,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0202",0.4313828,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0202",0.2892023,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0202",0.3028097,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0202",0.2663217,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0202",0.2872559,"Zooplankton"
"Status quo",2050,"./mc_output_trial0202",0.124168,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0202",0.1106488,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0202",0.1118238,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0202",0.1035509,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0202",198.6605,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0202",207.2607,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0202",191.7894,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0202",192.8378,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0202",808.0635,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0202",860.1709,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0202",756.7498,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0202",752.2683,"Other algal turf"
"Status quo",2050,"./mc_output_trial0203",0.03463269,"Sea birds"
"RCP 2.6",2050,"./mc_output_trial0203",0.01830416,"Sea birds"
"RCP 4.5",2050,"./mc_output_trial0203",0.01510435,"Sea birds"
"RCP 8.5",2050,"./mc_output_trial0203",0.01438554,"Sea birds"
"Status quo",2050,"./mc_output_trial0203",0.07786263,"Turtles"
"RCP 2.6",2050,"./mc_output_trial0203",0.0715303,"Turtles"
"RCP 4.5",2050,"./mc_output_trial0203",0.06387378,"Turtles"
"RCP 8.5",2050,"./mc_output_trial0203",0.04973858,"Turtles"
"Status quo",2050,"./mc_output_trial0203",0.2240364,"Cephalopoda"
"RCP 2.6",2050,"./mc_output_trial0203",0.2882536,"Cephalopoda"
"RCP 4.5",2050,"./mc_output_trial0203",0.2143666,"Cephalopoda"
"RCP 8.5",2050,"./mc_output_trial0203",0.1752,"Cephalopoda"
"Status quo",2050,"./mc_output_trial0203",2.491876,"Panulirus spp."
"RCP 2.6",2050,"./mc_output_trial0203",1.765719,"Panulirus spp."
"RCP 4.5",2050,"./mc_output_trial0203",2.261657,"Panulirus spp."
"RCP 8.5",2050,"./mc_output_trial0203",1.251186,"Panulirus spp."
"Status quo",2050,"./mc_output_trial0203",14.62723,"Benthic macroinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0203",15.72925,"Benthic macroinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0203",13.55601,"Benthic macroinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0203",18.29509,"Benthic macroinvertebrates"
"Status quo",2050,"./mc_output_trial0203",22.05743,"Benthic microinvertebrates"
"RCP 2.6",2050,"./mc_output_trial0203",23.76762,"Benthic microinvertebrates"
"RCP 4.5",2050,"./mc_output_trial0203",21.34329,"Benthic microinvertebrates"
"RCP 8.5",2050,"./mc_output_trial0203",21.13463,"Benthic microinvertebrates"
"Status quo",2050,"./mc_output_trial0203",0.6825885,"Siderastrea stellata"
"RCP 2.6",2050,"./mc_output_trial0203",0.6229712,"Siderastrea stellata"
"RCP 4.5",2050,"./mc_output_trial0203",0.4803743,"Siderastrea stellata"
"RCP 8.5",2050,"./mc_output_trial0203",0.4166197,"Siderastrea stellata"
"Status quo",2050,"./mc_output_trial0203",0.2121819,"Zooplankton"
"RCP 2.6",2050,"./mc_output_trial0203",0.3299549,"Zooplankton"
"RCP 4.5",2050,"./mc_output_trial0203",0.320484,"Zooplankton"
"RCP 8.5",2050,"./mc_output_trial0203",0.2967429,"Zooplankton"
"Status quo",2050,"./mc_output_trial0203",0.1182088,"Phytoplankton"
"RCP 2.6",2050,"./mc_output_trial0203",0.1167184,"Phytoplankton"
"RCP 4.5",2050,"./mc_output_trial0203",0.10686,"Phytoplankton"
"RCP 8.5",2050,"./mc_output_trial0203",0.1170635,"Phytoplankton"
"Status quo",2050,"./mc_output_trial0203",215.9263,"Digenea simplex"
"RCP 2.6",2050,"./mc_output_trial0203",206.4986,"Digenea simplex"
"RCP 4.5",2050,"./mc_output_trial0203",185.5475,"Digenea simplex"
"RCP 8.5",2050,"./mc_output_trial0203",189.5703,"Digenea simplex"
"Status quo",2050,"./mc_output_trial0203",830.455,"Other algal turf"
"RCP 2.6",2050,"./mc_output_trial0203",827.511,"Other algal turf"
"RCP 4.5",2050,"./mc_output_trial0203",741.5799,"Other algal turf"
"RCP 8.5",2050,"./mc_output_trial0203",834.3494,"Other algal turf"
